"Symbol",2,"2018-05-18T22:54:47.408Z","shape","User 0"
"Herz",1,"2018-05-18T22:54:47.408Z","shape","User 0"
"Blume",1,"2018-05-18T22:54:47.408Z","shape","User 0"
"Tier",3,"2018-05-18T22:54:47.408Z","shape","User 0"
"Navette",1,"2018-05-18T22:54:47.408Z","shape","User 0"
"Stern",1,"2018-05-18T22:54:47.408Z","shape","User 0"
"Crystal",3,"2018-05-19T23:32:40.580Z","color","User 0"
"Green",5,"2018-05-19T23:32:40.580Z","color","User 0"
"Red",4,"2018-05-19T23:32:40.580Z","color","User 0"
"Beige",3,"2018-05-19T23:32:40.580Z","color","User 0"
"Yellow",4,"2018-05-19T23:32:40.580Z","color","User 0"
"Blue",4,"2018-05-19T23:32:40.580Z","color","User 0"
"Black",1,"2018-05-19T23:32:40.580Z","color","User 0"
"Grey",2,"2018-05-19T23:32:40.580Z","color","User 0"
"Brown",5,"2018-05-19T23:32:40.580Z","color","User 0"
"Orange",3,"2018-05-19T23:32:40.580Z","color","User 0"
"Purple",3,"2018-05-19T23:32:40.580Z","color","User 0"
"Pink",3,"2018-05-19T23:32:40.580Z","color","User 0"
"Blume",3,"2018-05-19T23:32:40.580Z","shape","User 0"
"Rund",21,"2018-05-19T23:32:40.580Z","shape","User 0"
"Herz",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Symbol",3,"2018-05-19T23:32:40.580Z","shape","User 0"
"Tropfen",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Tier",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Andere Form",3,"2018-05-19T23:32:40.580Z","shape","User 0"
"Oval",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Asymmetrisch",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Navette",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Ring",1,"2018-05-19T23:32:40.580Z","shape","User 0"
"Blue",9,"2018-05-20T22:42:17.867Z","color","User 0"
"Purple",5,"2018-05-20T22:42:17.867Z","color","User 0"
"White",2,"2018-05-20T22:42:17.867Z","color","User 0"
"Crystal",4,"2018-05-20T22:42:17.867Z","color","User 0"
"Brown",4,"2018-05-20T22:42:17.867Z","color","User 0"
"Orange",1,"2018-05-20T22:42:17.867Z","color","User 0"
"Beige",6,"2018-05-20T22:42:17.867Z","color","User 0"
"Yellow",5,"2018-05-20T22:42:17.867Z","color","User 0"
"Green",1,"2018-05-20T22:42:17.867Z","color","User 0"
"Red",4,"2018-05-20T22:42:17.867Z","color","User 0"
"Black",4,"2018-05-20T22:42:17.867Z","color","User 0"
"Grey",1,"2018-05-20T22:42:17.867Z","color","User 0"
"Pink",3,"2018-05-20T22:42:17.867Z","color","User 0"
"Rund",23,"2018-05-20T22:42:17.867Z","shape","User 0"
"Blume",2,"2018-05-20T22:42:17.867Z","shape","User 0"
"Tier",1,"2018-05-20T22:42:17.867Z","shape","User 0"
"Stern",3,"2018-05-20T22:42:17.867Z","shape","User 0"
"Symbol",1,"2018-05-20T22:42:17.867Z","shape","User 0"
"Tropfen",1,"2018-05-20T22:42:17.867Z","shape","User 0"
"Herz",3,"2018-05-20T22:42:17.867Z","shape","User 0"
"Navette",1,"2018-05-20T22:42:17.867Z","shape","User 0"
"Ring",2,"2018-05-20T22:42:17.867Z","shape","User 0"
"Green",5,"2018-05-21T22:37:06.277Z","color","User 0"
"Black",4,"2018-05-21T22:37:06.277Z","color","User 0"
"Purple",3,"2018-05-21T22:37:06.277Z","color","User 0"
"Red",1,"2018-05-21T22:37:06.277Z","color","User 0"
"Blue",8,"2018-05-21T22:37:06.277Z","color","User 0"
"Crystal",2,"2018-05-21T22:37:06.277Z","color","User 0"
"Beige",3,"2018-05-21T22:37:06.277Z","color","User 0"
"Yellow",4,"2018-05-21T22:37:06.277Z","color","User 0"
"Brown",3,"2018-05-21T22:37:06.277Z","color","User 0"
"Grey",4,"2018-05-21T22:37:06.277Z","color","User 0"
"Pink",1,"2018-05-21T22:37:06.277Z","color","User 0"
"Rund",18,"2018-05-21T22:37:06.277Z","shape","User 0"
"Tier",2,"2018-05-21T22:37:06.277Z","shape","User 0"
"Blume",2,"2018-05-21T22:37:06.277Z","shape","User 0"
"Andere Form",2,"2018-05-21T22:37:06.277Z","shape","User 0"
"Tropfen",3,"2018-05-21T22:37:06.277Z","shape","User 0"
"Herz",3,"2018-05-21T22:37:06.277Z","shape","User 0"
"Stern",1,"2018-05-21T22:37:06.277Z","shape","User 0"
"Oval",1,"2018-05-21T22:37:06.277Z","shape","User 0"
"Symbol",1,"2018-05-21T22:37:06.277Z","shape","User 0"
"Red",3,"2018-05-22T22:53:05.119Z","color","User 0"
"Beige",4,"2018-05-22T22:53:05.119Z","color","User 0"
"Yellow",4,"2018-05-22T22:53:05.119Z","color","User 0"
"Black",2,"2018-05-22T22:53:05.119Z","color","User 0"
"Blue",8,"2018-05-22T22:53:05.119Z","color","User 0"
"Crystal",3,"2018-05-22T22:53:05.119Z","color","User 0"
"Green",2,"2018-05-22T22:53:05.119Z","color","User 0"
"Purple",8,"2018-05-22T22:53:05.119Z","color","User 0"
"White",2,"2018-05-22T22:53:05.119Z","color","User 0"
"Pink",4,"2018-05-22T22:53:05.119Z","color","User 0"
"Brown",2,"2018-05-22T22:53:05.119Z","color","User 0"
"Rund",18,"2018-05-22T22:53:05.119Z","shape","User 0"
"Blume",4,"2018-05-22T22:53:05.119Z","shape","User 0"
"Ring",1,"2018-05-22T22:53:05.119Z","shape","User 0"
"Tropfen",2,"2018-05-22T22:53:05.119Z","shape","User 0"
"Tier",2,"2018-05-22T22:53:05.119Z","shape","User 0"
"Andere Form",1,"2018-05-22T22:53:05.119Z","shape","User 0"
"Herz",1,"2018-05-22T22:53:05.119Z","shape","User 0"
"Symbol",1,"2018-05-22T22:53:05.119Z","shape","User 0"
"Stern",1,"2018-05-22T22:53:05.119Z","shape","User 0"
